ID,CATEGORY,Site Name,State,Other site,Industry,Sample mat,Sample dat,PFOA (ppt),PFOS (ppt),PFOA+PFOS,Total PFAS,Notes and,Link to PF,Link to su,Federal/st,Site-speci,Site-spe_1,"Site Name,",latitude,longitude,name,desc,color,source,precision,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME_2,NAMELSAD,STUSPS,NAMELSADCO,STATE_NAME,LSAD,ALAND,AWATER
20.000000000000000,Known,Cold Bay Airport Abdanoned Fire Station,Alaska,,Fire Department/Training Facility,Soil,2019.000000000000000,3000.000000000000000,1100.000000000000000,,,"It is suspected that a 1,000-gallon underground storage tank used for heating oil is on site. Twelve 5-gallon containers of aqueous film forming foams were present in the dilapidated building. A metal vault filled with storm water was found near the conc",https://dec.alaska.gov/Applications/SPAR/PublicMVC/CSP/SiteReport/27198,,,,https://drive.google.com/drive/u/0/folders/1ZS0OFUv-IAstYlPFSnTX6JqCMJGIqw_r,"Cold Bay Airport Abdanoned Fire Station, Alaska",55.200000000000003,-162.699999999999989,"Cold Bay Airport Abdanoned Fire Station, Alaska","Cold Bay, AK",,Bing Maps,city/town,"02","013","000100",1400000US02013000100,"02013000100","1",Census Tract 1,AK,Aleutians East Borough,Alaska,CT,"18091672533","20799851130"
21.000000000000000,Known,Dillingham Airport,Alaska,,Airport,Groundwater,2018.000000000000000,,,42.000000000000000,186.000000000000000,"The Holy Rosary Church well, used as the year-round public drinking water supply for 280 people because of varying degrees of rust/sulfur in private wells in the area, tested positive for PFAS contamination at levels more than twice DEC action levels. Co",https://www.akaction.org/wp-content/uploads/Report-Threats-to-Drinking-Water-and-Public-Health-in-Alaska-FINAL-web-version-9-24-19.pdf,https://www.akaction.org/wp-content/uploads/Report-Threats-to-Drinking-Water-and-Public-Health-in-Alaska-FINAL-web-version-9-24-19.pdf,http://dot.alaska.gov/airportwater/dillingham/,https://drive.google.com/drive/u/0/folders/1Pqq-f7i_7ijHLzsJe1OnzH-FW2xNc7mN,,"Dillingham Airport, Alaska",59.039999999999999,-158.500000000000000,"Dillingham Airport, Alaska","Dillingham Airport, AK",,Bing Maps,Airport,"02","070","000200",1400000US02070000200,"02070000200","2",Census Tract 2,AK,Dillingham Census Area,Alaska,CT,"409774642","7184748"
23.000000000000000,Known,Eielson Air Force Base,Alaska,,Military,Groundwater,2019.000000000000000,16000.000000000000000,110000.000000000000000,121000.000000000000000,169100.000000000000000,"Firefighting foam used at Eielson Air Force Base; nearby community of Moose Creek, AK also impacted; selected as one of the sites for the ATSDR multisite exposure study",https://dec.alaska.gov/Applications/SPAR/PublicMVC/CSP/Download?documentID=35728&fileName=26773_Final%20AFFF%20Site%20Investigation%20Report%20Eielson%20AFB%20AFFF%20022315.pdf,https://dec.alaska.gov/spar/csp/sites/eielson/,Alaska gov: https://dec.alaska.gov/spar/csp/sites/eielson/,https://drive.google.com/drive/folders/18GYmsaKd6IcJNawItRD7LLYdnLmO1yls,https://drive.google.com/drive/u/1/folders/1udCap1SXpVt2Rg8ln9Na0g0bZ60Mtkaq,"Eielson Air Force Base, Alaska",64.689999999999998,-147.129999999999995,"Eielson Air Force Base, Alaska","Eielson Air Force Base, AK",,Bing Maps,MilitaryBase,"02","090","980100",1400000US02090980100,"02090980100","9801",Census Tract 9801,AK,Fairbanks North Star Borough,Alaska,CT,"1158960753","3928687"
24.000000000000000,Known,Fairbanks International Airport,Alaska,,Airport,Groundwater,2018.000000000000000,7400.000000000000000,660000.000000000000000,,740000.000000000000000,AFFF used at the airport,https://www.akaction.org/wp-content/uploads/Report-Threats-to-Drinking-Water-and-Public-Health-in-Alaska-FINAL-web-version-9-24-19.pdf,https://www.akaction.org/wp-content/uploads/Report-Threats-to-Drinking-Water-and-Public-Health-in-Alaska-FINAL-web-version-9-24-19.pdf,https://dec.alaska.gov/spar/csp/sites/fairbanks-international-airport-pfas,,,"Fairbanks International Airport, Alaska",64.810000000000002,-147.849999999999994,"Fairbanks International Airport, Alaska","Fairbanks International Airport, AK",,Bing Maps,Airport,"02","090","001000",1400000US02090001000,"02090001000","10",Census Tract 10,AK,Fairbanks North Star Borough,Alaska,CT,"36684984","14288852"
25.000000000000000,Known,Fairbanks International Airport Fire Training Pit,Alaska,,Fire Department/Training Facility,Groundwater,2018.000000000000000,490.000000000000000,86.000000000000000,537.000000000000000,17858.000000000000000,,https://drive.google.com/file/d/1bVMeToVP5p39V0012r3xQgOjQ7Saubdn/view?usp=sharing,https://dec.alaska.gov/Applications/SPAR/PublicMVC/CSP/SiteReport/1071,https://dec.alaska.gov/Applications/SPAR/PublicMVC/CSP/SiteReport/1071,https://drive.google.com/drive/u/0/folders/1NGq-vI5CZFAGGiIsS_an6gjwYfOULQMZ,https://drive.google.com/drive/u/0/folders/1vxlZOfP1LZ1e7DLwLc8g44AeHDgJqufb,"Fairbanks International Airport Fire Training Pit, Alaska",64.810000000000002,-147.849999999999994,"Fairbanks International Airport Fire Training Pit, Alaska","Fairbanks International Airport, AK",,Bing Maps,Airport,"02","090","001000",1400000US02090001000,"02090001000","10",Census Tract 10,AK,Fairbanks North Star Borough,Alaska,CT,"36684984","14288852"
26.000000000000000,Known,Fairbanks Regional Fire Training Center,Alaska,,Fire Department/Training Facility,Groundwater,2018.000000000000000,7400.000000000000000,66000.000000000000000,,143310.000000000000000,Firefighting foam used from 1984 to 2004 in fire training exercises at the Regional Fire Training Center,https://dec.alaska.gov/Applications/SPAR/PublicMVC/CSP/Download?documentID=34519&fileName=26309_Report_2018.04.01%20RFTC%20SummaryRpt1_Redacted.pdf,https://dec.alaska.gov/spar/csp/sites/fairbanks-fire-training-center,"ADEC RFTC: https://dec.alaska.gov/Applications/SPAR/PublicMVC/CSP/SiteReport/26309
ADEC FAI: https://dec.alaska.gov/Applications/SPAR/PublicMVC/CSP/SiteReport/26816",https://drive.google.com/drive/folders/1hcNu6XG6b9NhR4lisbyRZfOLEQdx6uCz,,"Fairbanks Regional Fire Training Center, Alaska",64.829999999999998,-147.729999999999990,"Fairbanks Regional Fire Training Center, Alaska","Fairbanks, AK",,Bing Maps,city/town,"02","090","000300",1400000US02090000300,"02090000300","3",Census Tract 3,AK,Fairbanks North Star Borough,Alaska,CT,"2894938","0"
27.000000000000000,Known,Fairbanks Regional Fire Training Center Burn Pit,Alaska,,Fire Department/Training Facility,Groundwater,2015.000000000000000,7800.000000000000000,550000.000000000000000,,,,https://drive.google.com/file/d/1_w_hJzHQaRaAtwWK_yAl87cJLdw78rna/view?usp=sharing,https://dec.alaska.gov/Applications/SPAR/PublicMVC/CSP/SiteReport/26309,https://dec.alaska.gov/Applications/SPAR/PublicMVC/CSP/SiteReport/26309,https://drive.google.com/drive/u/0/folders/1UsZ2OOquxHEaq_DqrfzHW0-fERO50hbs,https://drive.google.com/drive/u/0/folders/1dpUXCBINLuuXNwA_4GHhLbFxBnoPpMq9,"Fairbanks Regional Fire Training Center Burn Pit, Alaska",64.829999999999998,-147.729999999999990,"Fairbanks Regional Fire Training Center Burn Pit, Alaska","Fairbanks, AK",,Bing Maps,city/town,"02","090","000300",1400000US02090000300,"02090000300","3",Census Tract 3,AK,Fairbanks North Star Borough,Alaska,CT,"2894938","0"
29.000000000000000,Known,Former Kulis Air National Guard Base,Alaska,,Military,Groundwater,2016.000000000000000,8400.000000000000000,7600.000000000000000,16040.000000000000000,43493.000000000000000,AFFF was used at the former Kulis Air National Guard Base,https://www.akaction.org/wp-content/uploads/Report-Threats-to-Drinking-Water-and-Public-Health-in-Alaska-FINAL-web-version-9-24-19.pdf,,http://afcec.publicadmin-record.us.af.mil/,https://drive.google.com/drive/u/0/folders/1MgWM0Q9l5hJUffSkhmwN17tYaI45eyj3,https://dec.alaska.gov/Applications/SPAR/PublicMVC/CSP/SiteReport/27266,"Former Kulis Air National Guard Base, Alaska",61.159999999999997,-149.969999999999999,"Former Kulis Air National Guard Base, Alaska","Kulis Air National Guard Base, AK",,Bing Maps,TouristStructure,"02","020","002301",1400000US02020002301,"02020002301","23.01",Census Tract 23.01,AK,Anchorage Municipality,Alaska,CT,"50814199","218718249"
30.000000000000000,Known,Fort Greely,Alaska,,Military,Groundwater,2016.000000000000000,18.000000000000000,90.000000000000000,99.000000000000000,,Source of contamination was use of AFFF at Fort Greely,https://www.akaction.org/wp-content/uploads/Report-Threats-to-Drinking-Water-and-Public-Health-in-Alaska-FINAL-web-version-9-24-19.pdf,https://www.akaction.org/wp-content/uploads/Report-Threats-to-Drinking-Water-and-Public-Health-in-Alaska-FINAL-web-version-9-24-19.pdf,https://dec.alaska.gov/spar/csp/sites/fort-greely/,https://drive.google.com/drive/u/0/folders/1ohuXhJvChvpKihZsjZt7ZMbVvd9S61Bm,https://drive.google.com/drive/u/0/folders/1FCp5HfzFngp7nEVfgiNXf7lWQN5yv-Gd,"Fort Greely, Alaska",63.969999999999999,-145.719999999999999,"Fort Greely, Alaska","Fort Greely, AK",,Bing Maps,city/town,"02","240","000400",1400000US02240000400,"02240000400","4",Census Tract 4,AK,Southeast Fairbanks Census Area,Alaska,CT,"17426942443","374184919"
31.000000000000000,Known,Fort Wainwright,Alaska,,Military,Groundwater,2013.000000000000000,440.000000000000000,3300.000000000000000,,,"Along with known AFFF use at fire training pits, other potential sources of PFAS contamination include hangar fires and plane crashes that DEC and EPA acknowledge have occurred at Fort Wainwright.",https://www.akaction.org/wp-content/uploads/Report-Threats-to-Drinking-Water-and-Public-Health-in-Alaska-FINAL-web-version-9-24-19.pdf,https://www.akaction.org/wp-content/uploads/Report-Threats-to-Drinking-Water-and-Public-Health-in-Alaska-FINAL-web-version-9-24-19.pdf,https://dec.alaska.gov/spar/csp/pfas/,https://drive.google.com/drive/u/1/folders/1H7ZfwZ2tWTreq7QslGxWgo8-YR-4cNto,https://drive.google.com/drive/folders/1k6a7_97ZeyTIu82WPLDuuqYe2V1TBPqJ,"Fort Wainwright, Alaska",64.829999999999998,-145.509999999999991,"Fort Wainwright, Alaska","Fort Wainwright, AK",,Bing Maps,MilitaryBase,"02","090","001902",1400000US02090001902,"02090001902","19.02",Census Tract 19.02,AK,Fairbanks North Star Borough,Alaska,CT,"8744774237","3578709"
34.000000000000000,Known,Gustavus Airport,Alaska,Gustavus Fire Dept brush fire emergency response,Airport,Groundwater,,,,,6729.000000000000000,The source of contamination was the use of AFFF at Gustavus Airport and the Gustavus Volunteer Fire Department during a brush fire response. The National Park Service installed a GAC filter to remove PFAS from the NPS well and provide safer water to Park,https://www.akaction.org/wp-content/uploads/Report-Threats-to-Drinking-Water-and-Public-Health-in-Alaska-FINAL-web-version-9-24-19.pdf,https://alaska-native-news.com/pfas-discovered-in-groundwater-near-gustavus-airport-firefighting-foam-discharge-areas/36993/,ADEC: http://dec.alaska.gov/Applications/SPAR/PublicMVC/CSP/SiteReport/26904,https://drive.google.com/drive/folders/1imOX_yct6FP0_YHn-BUSbXX_5dOy1-j6,https://drive.google.com/drive/u/0/folders/1oo6i_uXsK7PMjNsS5AXTL-sUPSJm4l4A,"Gustavus Airport, Alaska",58.420000000000002,-135.699999999999989,"Gustavus Airport, Alaska","Gustavus Airport, AK",,Bing Maps,Airport,"02","105","000400",1400000US02105000400,"02105000400","4",Census Tract 4,AK,Hoonah-Angoon Census Area,Alaska,CT,"16978039504","7804886156"
37.000000000000000,Known,Homer Airport,Alaska,,Airport,Drinking Water,2021.000000000000000,1.000000000000000,,,,,https://dec.alaska.gov/Applications/SPAR/PublicMVC/CSP/SiteReport/27309,https://dec.alaska.gov/Applications/SPAR/PublicMVC/CSP/SiteReport/27309,https://dec.alaska.gov/Applications/SPAR/PublicMVC/CSP/SiteReport/27309,,,"Homer Airport, Alaska",59.640000000000001,-151.469999999999999,"Homer Airport, Alaska","Homer Airport, AK",,Bing Maps,Airport,,,,,,,,,,,,,
38.000000000000000,Known,Iliamna Airport,Alaska,,Airport,Drinking Water,2021.000000000000000,,,,,,https://dec.alaska.gov/Applications/SPAR/PublicMVC/CSP/SiteReport/27265,https://dec.alaska.gov/Applications/SPAR/PublicMVC/CSP/SiteReport/27265,https://dec.alaska.gov/Applications/SPAR/PublicMVC/CSP/SiteReport/27265,,https://drive.google.com/drive/u/0/folders/1ITn-iyEDTCvgDQvQSJFDlFe9bMPLtgah,"Iliamna Airport, Alaska",59.750000000000000,-154.870000000000005,"Iliamna Airport, Alaska","Iliamna, AK",,Bing Maps,city/town,"02","164","000100",1400000US02164000100,"02164000100","1",Census Tract 1,AK,Lake and Peninsula Borough,Alaska,CT,"61724164724","25989695209"
39.000000000000000,Known,Joint Base Elmendorf-Richardson,Alaska,"Elmendorf Air Force Base, Fort Richardson",Military,Groundwater,2016.000000000000000,5100.000000000000000,24000.000000000000000,29100.000000000000000,46532.000000000000000,"AFFF was used at the base. Data indicate that ST037 and LF004 seeps, located at the southern and southwestern Baseboundaries, have been impacted by PFAS in groundwater and may be migrating offbase in groundwater and surface water. Groundwater at JBER is",https://drive.google.com/file/d/1X-eL3ceCZ2Lkm-Q6jHr8ve5wsoICEis9/view?usp=sharing,,http://afcec.publicadmin-record.us.af.mil/,https://drive.google.com/drive/u/0/folders/1MgWM0Q9l5hJUffSkhmwN17tYaI45eyj3,https://drive.google.com/drive/u/0/folders/1RtWzvyemLSZMtSQkRkawBw0shzMLGVAU,"Joint Base Elmendorf-Richardson, Alaska",61.250000000000000,-149.689999999999998,"Joint Base Elmendorf-Richardson, Alaska","Joint Base Elmendorf Richardson, AK",,Bing Maps,city/town,"02","020","980200",1400000US02020980200,"02020980200","9802",Census Tract 9802,AK,Anchorage Municipality,Alaska,CT,"247513952","56866406"
40.000000000000000,Known,Juneau Airport,Alaska,,Airport,Unknown,,,,,,,,,,,https://drive.google.com/drive/u/0/folders/1FptYO-nwhR3NnvgZBzuq2DPH8lxQ4HYN,"Juneau Airport, Alaska",58.350000000000001,-134.569999999999993,"Juneau Airport, Alaska","Juneau International Airport, AK",,Bing Maps,Airport,"02","110","000300",1400000US02110000300,"02110000300","3",Census Tract 3,AK,Juneau City and Borough,Alaska,CT,"13009152","1983202"
41.000000000000000,Known,King Salmon Air Force Station,Alaska,King Salmon Airport,Military,Groundwater,2019.000000000000000,9800.000000000000000,96000.000000000000000,96340.000000000000000,96428.000000000000000,AFFF was used at King Salmon Airport,https://drive.google.com/file/d/1yQxHK32cznxDIPgMCjE5lqcjNNnTbr5X/view?usp=sharing,https://www.akaction.org/wp-content/uploads/Report-Threats-to-Drinking-Water-and-Public-Health-in-Alaska-FINAL-web-version-9-24-19.pdf,http://dot.alaska.gov/airportwater/kingsalmon/,https://drive.google.com/drive/u/1/folders/1kFGQ8Liwjlo5r2hiPfm5Z6Dvb6I4jPZn,https://drive.google.com/drive/u/0/folders/1WEmeFch44FEPrOXfpBe2aHXUnJOW9WF5,"King Salmon Air Force Station, Alaska",58.689999999999998,-156.669999999999987,"King Salmon Air Force Station, Alaska","King Salmon Air Force Station, AK",,Bing Maps,LandmarkBuilding,"02","060","000100",1400000US02060000100,"02060000100","1",Census Tract 1,AK,Bristol Bay Borough,Alaska,CT,"1248315815","949775630"
43.000000000000000,Known,Naval Base Kitsap - Naval Arctic Research Lab Barrow,Alaska,,Military,Groundwater,2017.000000000000000,86.000000000000000,176.000000000000000,262.000000000000000,,"AFFF was used at Naval Base Kitsap, contaminating nearby Imikpuk Lake. Surface water (Imikpuk Lake) sampled; serves as intermittent water source for hunters and village elders. All 5 surface water samples detected above the LHA",https://www.denix.osd.mil/derp/home/documents/pfos-pfoa-briefing-to-the-hasc/FY18%20HASC%20Brief%20on%20PFOS-PFOA_Mar2018.pdf,https://partner-mco-archive.s3.amazonaws.com/client_files/1524589484.pdf,https://dec.alaska.gov/Applications/SPAR/PublicMVC/CSP/SiteReport/26855,https://drive.google.com/drive/folders/1j3sfLktZVP6m9D8ILnP893YuSccAu1mv,,"Naval Base Kitsap - Naval Arctic Research Lab Barrow, Alaska",71.290000000000006,-156.789999999999992,"Naval Base Kitsap - Naval Arctic Research Lab Barrow, Alaska","Utqiagvik, AK",,Bing Maps,city/town,"02","185","000100",1400000US02185000100,"02185000100","1",Census Tract 1,AK,North Slope Borough,Alaska,CT,"253339885","367665274"
1.000000000000000,Known,Brookhaven/Aquadome Landfill,Alabama,,Landfill,Groundwater,2019.000000000000000,,3770.000000000000000,,,,https://whnt.com/news/decatur/3m-study-finds-high-concentrations-of-pfas-chemicals-at-3-closed-morgan-county-landfills/,https://whnt.com/news/decatur/3m-study-finds-high-concentrations-of-pfas-chemicals-at-3-closed-morgan-county-landfills/,http://adem.alabama.gov/programs/water/drinkingwater/pfaspage.cnt,,,"Brookhaven/Aquadome Landfill, Alabama",34.619999999999997,-87.129999999999995,,,,,,"01","079","979100",1400000US01079979100,"01079979100","9791",Census Tract 9791,AL,Lawrence County,Alabama,CT,"162718486","27718484"
47.000000000000000,Known,Yakutat Airport,Alaska,,Airport,Groundwater,2019.000000000000000,,,48.000000000000000,,AFFF was used at Yakutat Airport,https://www.akaction.org/wp-content/uploads/Report-Threats-to-Drinking-Water-and-Public-Health-in-Alaska-FINAL-web-version-9-24-19.pdf,https://www.akaction.org/wp-content/uploads/Report-Threats-to-Drinking-Water-and-Public-Health-in-Alaska-FINAL-web-version-9-24-19.pdf,http://dot.alaska.gov/airportwater/yakutat/,https://drive.google.com/drive/u/1/folders/1q7EjABPgdUZDR2usBkxNTQjsl30QxmXT,,"Yakutat Airport, Alaska",59.500000000000000,-139.669999999999987,"Yakutat Airport, Alaska","Yakutat Airport, AK",,Bing Maps,Airport,"02","282","000100",1400000US02282000100,"02282000100","1",Census Tract 1,AK,Yakutat City and Borough,Alaska,CT,"19744203659","3986124692"
50.000000000000000,Known,Camp Navajo,Arizona,,Military,Drinking Water,2017.000000000000000,,,,31.000000000000000,,https://cdn3.ewg.org/sites/default/files/u352/EWG_PFASTable-Army_C01.pdf,,https://azdeq.gov/DOD/camp-navajo,https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg,https://drive.google.com/drive/u/0/folders/1OswJn35FqcwpvX06nss26fmsMAD5c5SN,"Camp Navajo, Arizona",35.189999999999998,-111.840000000000003,"Camp Navajo, Arizona","Camp Navajo, AZ",,Bing Maps,LandmarkBuilding,"04","005","980100",1400000US04005980100,"04005980100","9801",Census Tract 9801,AZ,Coconino County,Arizona,CT,"115416008","25938"
